,close,SMA,MACD,SIGNAL
162,1.5818,1.5688642857142867,0.007998531349148408,0.005853407005675451
163,1.5821,1.5709357142857152,0.008303251917023413,0.0063433759879450435
164,1.589,1.572792857142858,0.0089977964996375,0.006874260090283535
165,1.5883,1.5746285714285724,0.00938357591337069,0.007376123254900966
166,1.5873,1.5763714285714294,0.009499117323978012,0.007800722068716375
167,1.5963,1.5793714285714293,0.010199337889849946,0.00828044523294309
168,1.5885,1.5813857142857148,0.010009489753255885,0.008626254137005648
169,1.5804,1.582500000000001,0.009100526230245931,0.008721108555653705
170,1.5891,1.5840000000000007,0.008978682715292452,0.008772623387581455
171,1.6007,1.585328571428572,0.009706256226764465,0.008959349955418057
172,1.599,1.5866357142857148,0.010030067311515678,0.00917349342663758
173,1.5891,1.5872571428571434,0.009379719103710826,0.00921473856205223
174,1.5705,1.5866500000000003,0.00727953496251077,0.008827697842143937
175,1.5837,1.587557142857143,0.006604125336641786,0.008382983341043506
176,1.571,1.5867857142857145,0.004986592150144631,0.007703705102863731
177,1.5683,1.5858000000000003,0.003447082193200668,0.0068523805209311185
178,1.5726,1.584628571428572,0.002544650378578428,0.0059908344924605806
179,1.5844,1.5843500000000004,0.0027499285821812602,0.005342653310404717
180,1.5778,1.583671428571429,0.002352925139623041,0.004744707676248382
181,1.5938,1.5834928571428577,0.0032914218710704546,0.004454050515212796
182,1.6037,1.584578571428572,0.004778945841622306,0.004519029580494698
183,1.6039,1.5862571428571433,0.005905878344572013,0.004796399333310161
184,1.6035,1.5872857142857149,0.006689590381417698,0.005175037542931669
185,1.6098,1.587935714285715,0.007729939237847594,0.0056860178819148535
186,1.6269,1.589928571428572,0.009821039461684666,0.006513022197868816
187,1.618,1.5919928571428577,0.010637473660284114,0.007337912490351876
188,1.6139,1.5950928571428578,0.010828839785565592,0.00803609794939462
189,1.5982,1.596128571428572,0.009602943276477705,0.008349467014811237
190,1.6118,1.5990428571428574,0.009617948082446093,0.008603163228338208
191,1.6119,1.602157142857143,0.009528074946581366,0.00878814557198684
192,1.6116,1.6049428571428572,0.009325147846441562,0.008895546026877785
193,1.605,1.6064142857142858,0.008533394160047614,0.008823115653511751
194,1.5886,1.6071857142857144,0.006507565554923822,0.008360005633794165
195,1.5904,1.606942857142857,0.004989807353702247,0.007685965977775782
196,1.6039,1.6069571428571428,0.004820739733329749,0.007112920728886575
197,1.5978,1.6065214285714284,0.004146732455450053,0.006519683074199271
198,1.5955,1.60595,0.0033879320815506375,0.005893332875669544
199,1.5774,1.6036357142857143,0.0013109468076231146,0.004976855662060258
200,1.5767,1.60005,-0.00038710087773474733,0.0039040643541012566
201,1.5759,1.5970428571428574,-0.0017768863762031017,0.002767874208040385
202,1.5587,1.5931000000000002,-0.004217580013166078,0.0013707833637990922
203,1.5572,1.590171428571429,-0.0062013989023743665,-0.00014365308943559965
204,1.5563,1.5862071428571434,-0.00775679662010309,-0.0016662817955690977
205,1.5618,1.5826285714285722,-0.008448270084191467,-0.0030226794532935714
206,1.5595,1.5789071428571437,-0.00907722199954053,-0.004233587962542963
207,1.5774,1.5769357142857152,-0.008038626240916225,-0.004994595618217615
208,1.5713,1.575700000000001,-0.007619913025573188,-0.00551965909968873
